/Users/kelvin/Kelvin-WorkSpace/LotteryNew-main/backups/p213h_lottery_v2_backup_20260605_20260605_142219.db	99368960	2026-06-20 13:13:48 +0800
/Users/kelvin/Kelvin-WorkSpace/LotteryNew-main/backups/p213l_lottery_v2_backup_20260605_20260605_151715.db	99368960	2026-06-20 13:13:48 +0800
/Users/kelvin/Kelvin-WorkSpace/LotteryNew-main/data/lottery.db	28672	2026-06-20 13:13:48 +0800
/Users/kelvin/Kelvin-WorkSpace/LotteryNew-main/data/lottery_v2.db	217088	2026-06-20 13:13:48 +0800
/Users/kelvin/Kelvin-WorkSpace/LotteryNew-main/lottery-api/data/lottery_v2.db	28672	2026-06-20 13:13:48 +0800
/Users/kelvin/Kelvin-WorkSpace/LotteryNew-main/lottery.db	0	2026-06-20 13:13:48 +0800
/Users/kelvin/Kelvin-WorkSpace/LotteryNew-main/lottery_api/data/lottery_v2.db	99368960	2026-06-28 19:23:39 +0800
/Users/kelvin/Kelvin-WorkSpace/LotteryNew-main/lottery_v2.db	0	2026-06-20 13:13:48 +0800
/Users/kelvin/Kelvin-WorkSpace/LotteryNew-main/tools/data/lottery_v2.db	28672	2026-06-20 13:13:50 +0800
/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/amazing-jepsen-b0a5b8/data/lottery.db	28672	2026-06-01 13:56:16 +0800
/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/amazing-jepsen-b0a5b8/data/lottery_v2.db	217088	2026-06-01 13:56:16 +0800
/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/amazing-jepsen-b0a5b8/lottery-api/data/lottery_v2.db	28672	2026-06-01 13:56:16 +0800
/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/amazing-jepsen-b0a5b8/lottery.db	0	2026-06-01 13:56:16 +0800
/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/amazing-jepsen-b0a5b8/lottery_api/data/lottery_v2.db	44261376	2026-06-01 13:56:16 +0800
/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/amazing-jepsen-b0a5b8/lottery_v2.db	0	2026-06-01 13:56:16 +0800
/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/amazing-jepsen-b0a5b8/tools/data/lottery_v2.db	28672	2026-06-01 13:56:19 +0800
/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/clever-villani-2f0ef7/data/lottery.db	28672	2026-05-19 19:59:55 +0800
/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/clever-villani-2f0ef7/data/lottery_v2.db	217088	2026-05-19 19:59:55 +0800
/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/clever-villani-2f0ef7/lottery-api/data/lottery_v2.db	28672	2026-05-19 19:59:55 +0800
/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/clever-villani-2f0ef7/lottery.db	0	2026-05-19 19:59:55 +0800
/Users/kelvin/Kelvin-WorkSpace/LotteryNew/.claude/worktrees/clever-villani-2f0ef7/lottery_api/data/lottery_v2.db	14958592	2026-05-19 20:08:35 +0800
